Capture Date,Course ID,Trap,Band ID,Recapture,Sex,Age,Immature,Weight,Condition,Leg Band,Wing Band,Tag Status at Capture,Manufacturer_at_Capture,SerialNum_at_Capture,Frequency_at_Capture,Tag Status at Release,Manufacturer_at_Release,SerialNum_at_Release,Frequency_at_Release,BirdID,Comments,ObjectId,WingChord,Tarsus,RadioSize
3/21/2022,AC,15,220341,No,Male,Juvenile,,182,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2168,162.986,162.986_220341,,1,,,
3/20/2022,AC,16,220322,No,Male,Adult,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2150,162.716,162.716_220322,,2,,,
3/23/2022,AC,16,220363,No,Female,Juvenile,,168,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21143,163.896,163.896_220363,,3,,,
3/14/2022,FC,42,194698,Yes,Male,Adult,,196,Good,Left,None,VHFNAPendant,AWE,TT821475,149.406,None,,,,_194698,,4,,,
3/14/2022,FC,42,220002,No,Male,Juvenile,,178,Good,Right,None,None,,,,None,,,,_220002,,5,,,
3/23/2022,AC,16,220364,No,Female,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21158,164.079,164.079_220364,,6,,,
3/11/2022,FC,42,220004,No,Male,Juvenile,,173,Good,Right,None,None,,,,None,,,,_220004,,7,,,
3/11/2022,FC,42,220005,No,Female,Juvenile,,166,Good,Left,None,None,,,,None,,,,_220005,,8,,,
3/11/2022,FC,42,220006,No,Male,Juvenile,,184,Good,Left,None,None,,,,None,,,,_220006,,9,,,
3/11/2022,FC,38,220007,No,Female,Juvenile,,170,Good,Right,None,None,,,,None,,,,_220007,,10,,,
3/23/2022,AC,16,220371,No,Female,Juvenile,,168,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21172,164.228,164.228_220371,,11,,,
3/23/2022,AC,16,220372,No,Female,Juvenile,,162,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21193,163.3,163.300_220372,,12,,,
3/19/2022,AC,16,220316,No,Male,Juvenile,,165,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21148,163.947,163.947_220316,,13,,,
3/20/2022,AC,17,220325,No,Male,Juvenile,,174,Moderate NA Feathers Missing from Scalp,None,None,None,,,,VHFNAPendant,AWE,OA21104,163.427,163.427_220325,,14,,,
3/11/2022,FC,38,220012,No,Male,Juvenile,,190,Good,Left,None,None,,,,None,,,,_220012,,15,,,
3/11/2022,FC,38,220013,No,Male,Juvenile,,158,Good,Left,None,None,,,,None,,,,_220013,,16,,,
3/11/2022,FC,38,220014,No,Female,Juvenile,,156,Good,Left,None,None,,,,None,,,,_220014,,17,,,
3/31/2022,FC,38,220014,No,Female,Juvenile,,156,Good,Left,None,None,,,,None,AWE,0A21NA85,163.175,163.175_220014,,18,,,
3/11/2022,FC,38,220015,No,Female,Adult,,212,Good,Left,None,None,,,,None,,,,_220015,,19,,,
3/11/2022,FC,32,220016,No,Female,Adult,,184,Good,Left,None,None,,,,None,,,,_220016,,20,,,
3/20/2022,AC,17,220326,No,Female,Juvenile,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21155,164.043,164.043_220326,,21,,,
3/13/2022,AC,18,220209,No,Male,Juvenile,,167,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20274,163.156,163.156_220209,,22,,,
3/14/2022,AC,18,220093,No,Female,Juvenile,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21164,164.146,164.146_220093,,23,,,
3/14/2022,AC,19,204643,Yes,Male,Adult,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20337,164.272,164.272_204643,,24,,,
3/14/2022,AC,19,220065,No,Female,Adult,,158,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21134,163.795,163.795_220065,,25,,,
3/14/2022,AC,19,220066,No,Female,Juvenile,,148,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21136,163.822,163.822_220066,,26,,,
3/21/2022,AC,19,220337,No,Female,Juvenile,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2170,163.013,163.013_220337,,27,,,
3/28/2022,AC,19,220348,No,Female,Adult,,168,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21142,163.886,163.886_220348,,28,,,
3/17/2022,AC,21,220099,No,Male,Juvenile,,172,Moderate NA Feathers Missing from Body,Right,Right,None,,,,VHFNAPendant,AWE,Oa21152,164.011,164.011_220099,,29,,,
3/12/2022,AC,27,220202,No,Female,Juvenile,,192,Good,Right,None,None,,,,VHFNAPendant,AWE,HSLNA241353,164.334,164.334_220202,,30,,,
3/11/2022,FC,102,220025,No,Male,Juvenile,,200,Good,Right,None,None,,,,None,,,,_220025,,31,,,
3/12/2022,AC,27,220203,No,Male,Juvenile,,168,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2121,162.22,162.220_220203,,32,,,
3/12/2022,AC,27,220204,No,Female,Juvenile,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2187,163.193,163.193_220204,,33,,,
3/12/2022,AC,27,220205,No,Male,Juvenile,,182,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20NA295,163.363,163.363_220205,,34,,,
3/14/2022,AC,27,204659,Yes,Male,Adult,,186,Good,Right,None,None,,,,VHFNAPendant,AWE,Hsl241345,166.346,166.346_204659,,35,,,
3/14/2022,AC,27,220253,No,Female,Juvenile,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2112,162.132,162.132_220253,,36,,,
3/12/2022,AC,42,194698,Yes,Male,Adult,,195,Good,Right,None,None,,,,None,,,,_194698,,37,,,
3/21/2022,AC,28,220338,No,Male,Adult,,189,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2160,162.833,162.833_220338,,38,,,
3/12/2022,AC,42,220207,No,Male,Adult,,180,Good,Right,None,None,,,,None,,,,_220207,,39,,,
3/12/2022,FC,99,220026,No,Female,Adult,,170,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220026,,40,,,
3/14/2021,AC,30,214737,Yes,Female,Juvenile,,148,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20342,164.683,164.683_214737,Print on collar ? collar frequency,41,,,
3/14/2021,AC,30,214735,Yes,Male,Juvenile,,154,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21123,163.661,163.661_214735,,42,,,
3/14/2021,AC,30,214730,No,Female,Juvenile,,160,Good,Left,None,VHFNAPendant,AWE,2116N,162.551,VHFNAPendant,AWE,2116N,162.551,162.551_214730,Same collar,43,,,
12/31/2021,AC,43,214695,No,Male,Juvenile,,182,Good,Right,None,VHFNAPendant,AWE,021NA25,164.113,VHFNAPendant,AWE,OA212,164.113,164.113_214695,Same bird diff collar ,44,,,
3/14/2022,AC,43,214695,No,Male,Juvenile,,182,Good,Right,None,VHFNAPendant,AWE,021NA25,164.113,VHFNAPendant,AWE,OA212,162.013,162.013_214695,Same bird diff collar ,44,,,
3/14/2022,AC,43,214711,Yes,Male,Adult,,169,Good,Left,None,VHFNAPendant,AWE,OA21NA26,162.343,VHFNAPendant,AWE,OA21NA26,162.343,162.343_214711,,45,,,
3/14/2022,AC,43,205070,No,Male,Adult,,190,Good,Right,Right,VHFNAPendant,AWE,021NA85,165.605,VHFNAPendant,AWE,021NA85,165.605,165.605_205070,Kept collar from fall —NA 020070 wing tag,46,,,
3/14/2022,AC,43,214698,Yes,Female,Juvenile,,0,Good,Left,None,None,,,,VHFNAPendant,AWE,Oa2188,163.202,163.202_214698,,47,,,
3/14/2022,AC,43,220255,No,Female,Juvenile,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2117,162.185,162.185_220255,,48,,,
3/12/2022,FC,37,220035,No,Male,Juvenile,,172,Good,Right,None,None,,,,None,,,,_220035,,49,,,
3/12/2022,FC,37,220037,Yes,Male,Juvenile,,170,Good,Right,Right,None,,,,None,,,,_220037,Wing does not match band… 0021019,50,,,
3/25/2022,DB,132,220394,No,Male,Adult,,182,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21118,163.58,163.580_220394,,51,,,
3/28/2022,BP,119,220550,No,Male,Juvenile,,176,Good,Right,None,None,,,,None,,,,_220550,,52,,,
3/21/2022,CC,214,220342,No,Male,Juvenile,,169,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2165,162.886,162.886_220342,,53,,,
3/21/2022,CC,214,220343,No,Female,Juvenile,,162,Moderate NA Feathers Missing from Scalp,Right,None,None,,,,VHFNAPendant,AWE,OA21156,164.059,164.059_220343,,54,,,
3/25/2022,BP,151,220286,No,Male,Juvenile,,0,BadNAbirth lethargic,Right,None,None,,,,none,,,,_220286,,55,,,
3/21/2022,CC,214,220344,No,Male,Juvenile,,167,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21140,163.867,163.867_220344,,56,,,
3/26/2022,CC,219,220513,No,Female,Juvenile,,185,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20301,163.435,163.435_220513,,57,,,
3/26/2022,CC,219,220514,No,Female,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20268,163.03,163.030_220514,,58,,,
3/26/2022,CC,219,220515,No,Female,Juvenile,,175,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20322,163.84,163.840_220515,,59,,,
3/25/2022,BP,141,220291,No,Male,Juvenile,,0,good,Right,none,none,,,,None,,,,_220291,,60,,,
3/25/2022,BP,141,220292,No,Male,Juvenile,,0,Moderate NA Feathers Missing From Scalp,Right,None,None,,,,None,,,,_220292,,61,,,
3/25/2022,BP,141,220293,No,Male,Juvenile,,0,Bad NA Scalp Severely Torn,Right,none,none,,,,None,,,,_220293,,62,,,
3/26/2022,CC,219,220516,No,Female,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,Tta20336,164.218,164.218_220516,,63,,,
3/26/2022,CC,219,220517,No,Male,Juvenile,,175,Good,Right,None,None,,,,VHFNAPendant,AWE,Hsl241331,164.708,164.708_220517,,64,,,
3/19/2022,CC,221,220309,No,Male,Juvenile,,200,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2181,163.129,163.129_220309,,65,,,
3/25/2022,BP,141,220297,No,Male,Juvenile,,0,Good,Right,none,none,,,,None,,,,_220297,,66,,,
3/25/2022,BP,141,220298,No,Male,Adult,,0,Good,Right,none,none,,,,None,,,,_220298,,67,,,
3/22/2022,CC,221,220361,No,Female,Juvenile,,172,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21137,163.832,163.832_220361,,68,,,
3/22/2022,CC,221,220360,No,Female,Juvenile,,180,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA59,162.995,162.995_220360,,69,,,
4/10/2022,CC,272,220604,No,Female,Juvenile,,172,Good,Left,none,none,,,,VHFNAPendant,AWE,TTA20239,162.724,162.724_220604,,70,,,
4/7/2022,CC,273,220582,no,Male,Juvenile,,180,Good,Left,none,none,,,,VHFNAPendant,AWE,hsl206033,167.535,167.535_220582,,71,,,
4/9/2022,CC,274,220591,no,Female,Juvenile,,198,Good,Left,none,none,,,,VHFNAPendant,AWE,TTA20310,163.588,163.588_220591,,72,,,
4/9/2022,CC,274,220590,no,Male,Juvenile,,186,Good,Left,none,none,,,,VHFNAPendant,AWE,TTA20255,162.895,162.895_220590,,73,,,
4/9/2022,CC,274,220589,no,Female,Adult,,152,Good,Left,none,none,,,,VHFNAPendant,AWE,HSL235196,166.797,166.797_220589,,74,,,
3/22/2022,BB,TT32,220262,No,Male,Adult,,0,Good,Right,none,none,,,,None,,,,_220262,,75,,,
3/24/2022,AC,TT36,220271,No,Male,Adult,,0,Good,Right,none,none,,,,None,,,,_220271,,76,,,
4/9/2022,CC,274,220588,no,Female,Juvenile,,165,Good,Left,none,none,,,,VHFNAPendant,AWE,HSL223904,164.384,164.384_220588,,77,,,
3/13/2022,BJ,111,220213,No,Female,Adult,,157,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20276,163.174,163.174_220213,,78,,,
3/13/2022,BJ,111,220214,No,Female,Juvenile,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20244,162.778,162.778_220214,,79,,,
3/25/2022,DB,133,220389,No,Female,Adult,,182,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21180,164.318,164.318_220389,,80,,,
3/13/2022,BJ,111,220215,No,Male,Adult,,168,Good,Right,None,None,,,,VHFNAPendant,AWE,HSL216916,164.31,164.310_220215,,81,,,
3/25/2022,DB,133,220390,No,Male,Adult,,175,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21174,164.246,164.246_220390,,82,,,
3/13/2022,BJ,111,220216,No,Male,Adult,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21NA28,162.393,162.393_220216,,83,,,
3/25/2022,DB,133,220391,No,Male,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21176,164.27,164.270_220391,,84,,,
3/13/2022,BJ,111,220217,No,Female,Adult,,199,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21NA10,162.103,162.103_220217,,85,,,
3/25/2022,BP,151,220283,No,Female,Juvenile,,0,Bad NA Scalp Severely Torn,Right,none,none,,,,None,,,,_220283,,86,,,
3/18/2022,CC,198,220302,No,Female,Adult,,176,Good,Right,None,None,,,,None,,,,_220302,,87,,,
3/25/2022,DB,133,220392,No,Female,Juvenile,,172,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2148,162.685,162.685_220392,,88,,,
3/18/2022,CC,198,220303,No,Male,Juvenile,,175,Bad NA Feathers Severely Missing from Body,Right,None,None,,,,None,,,,_220303,Secondary’s pulled out,89,,,
3/25/2022,DB,139,220376,No,Male,Adult,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa21108,163.481,163.481_220376,,90,,,
4/7/2022,BJ,167,220575,no,Female,Juvenile,,172,Good,Left,none,none,,,,VHFNAPendant,AWE,tta20200,162.148,162.148_220575,,91,,,
3/15/2022,BJ,168,220068,No,Female,Juvenile,,146,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21125,163.697,163.697_220068,,92,,,
3/15/2022,BJ,168,220069,No,Male,Juvenile,,174,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21171,164.216,164.216_220069,,93,,,
3/15/2022,BJ,168,214606,No,Female,Adult,,161,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21113,163.535,163.535_214606,,94,,,
3/15/2022,BJ,168,220070,No,Female,Juvenile,,170,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21161,164.117,164.117_220070,,95,,,
3/15/2022,BJ,168,214754,Yes,Male,Juvenile,,182,Moderate NA Feathers Missing from Scalp,Right,None,None,,,,VHFNAPendant,AWE,OA21154,164.029,164.029_214754,,96,,,
3/14/2022,BJ,171,214581,Yes,Female,Adult,,183,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20257,162.913,162.913_214581,,97,,,
3/19/2022,BB,70,220315,No,Male,Adult,,0,Good,Right,None,None,,,,None,,,,_220315,,98,,,
3/14/2022,BJ,171,220249,No,Male,Adult,,214,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20260,162.949,162.949_220249,,99,,,
3/14/2022,BJ,171,220250,No,Female,Adult,,172,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20262,162.967,162.967_220250,,100,,,
3/13/2022,BJ,110,220236,No,Male,Juvenile,,186,Moderate NA Feathers Missing from Scalp,Right,None,None,,,,None,,,,_220236,,101,,,
3/17/2022,AC,15,220100,No,Male,Adult,,160,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220100,"Held overnight, head scabbed over and more antibiotics put on",102,,,
12/15/2021,BJ,,214738,No,Female,Juvenile,,172,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA17N,162.591,162.591_214738,,103,,,
3/22/2022,BB,64,220346,No,Female,Juvenile,,184,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2158,162.814,162.814_220346,,104,,,
12/15/2021,BJ,,214739,No,Female,Juvenile,,182,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA87,165.674,165.674_214739,,105,,,
12/15/2021,BJ,,214741,No,Male,Juvenile,,192,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA57,164.996,164.996_214741,,106,,,
3/19/2022,BB,70,220313,No,Female,Adult,,170,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2152,162.742,162.742_220313,,107,,,
12/15/2021,BJ,,214742,No,Male,Juvenile,,172,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA74,165.405,165.405_214742,,108,,,
3/19/2022,BB,70,220310,No,Female,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2143,162.618,162.618_220310,,109,,,
12/15/2021,BJ,,214747,No,Female,Adult,,180,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA88,165.696,165.696_214747,,110,,,
3/19/2022,BB,70,220311,No,Male,Juvenile,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2180,163.121,163.121_220311,,111,,,
3/20/2022,AC,16,220323,No,Male,Adult,,174,Good,Right,None,None,,,,None,,,,_220323,,112,,,
3/19/2022,BB,70,220312,No,Female,Adult,,189,Good,Right,Right,None,,,,VHFNAPendant,AWE,OA21101,163.39,163.390_220312,,113,,,
3/20/2022,AC,17,220324,No,Male,Juvenile,,136,Good,Right,None,None,,,,None,,,,_220324,,114,,,
3/14/2022,BJ,106,220248,No,Female,Adult,,168,Good,Right,None,None,,,,None,,,,_220248,,115,,,
12/15/2021,BJ,,204549,Yes,Male,Adult,,185,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA86,164.196,164.196_204549,Same bird diff collar ,116,,,
12/15/2021,BJ,,204549,Yes,Male,Adult,,185,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA86,165.666,165.666_204549,same bird diff collar ,116,,,
3/19/2022,BB,70,220314,No,Male,Adult,,176,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2161,162.85,162.850_220314,,117,,,
12/15/2021,BJ,,214748,No,Female,Juvenile,,178,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA80,165.506,165.506_214748,,118,,,
3/16/2022,BB,76,220086,No,Female,Juvenile,,175,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2163,162.751,162.751_220086,,119,,,
12/15/2021,BJ,,204542,Yes,Female,Adult,,182,Good,Left,none,VHFNAPendant,AWE,,164.573,VHFNAPendant,AWE,021NA81,165.513,165.513_204542,,120,,,
3/16/2022,BB,76,220087,No,Male,Juvenile,,170,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21175,164.258,164.258_220087,,121,,,
12/15/2021,BJ,,214757,No,Female,Adult,,184,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA47,164.685,164.685_214757,,122,,,
3/16/2022,BB,76,220088,No,Male,Juvenile,,190,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2191,163.255,163.255_220088,,123,,,
12/15/2021,BJ,,214758,No,Female,Adult,,174,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA66,165.221,165.221_214758,,124,,,
3/16/2022,BB,76,220097,No,Female,Adult,,172,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21127,163.721,163.721_220097,,125,,,
12/15/2021,BJ,,214760,No,Female,Juvenile,,172,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA28,164.173,164.173_214760,,126,,,
3/14/2022,AC,27,220252,No,Male,Juvenile,,184,Good,Right,None,None,,,,None,,,,_220252,,127,,,
3/20/2022,CC,213,220332,No,Male,Juvenile,,188,Good,Right,None,None,,,,None,,,,_220332,,128,,,
3/16/2022,BB,76,220098,No,Female,Juvenile,,160,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21169,164.197,164.197_220098,,129,,,
3/20/2022,CC,213,220333,No,Male,Adult,,170,Good,Right,None,None,,,,None,,,,_220333,,130,,,
3/16/2022,BB,78,220079,No,Male,Juvenile,,184,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21177,164.28,164.280_220079,,131,,,
3/14/2022,AC,52,205018,Yes,Female,Adult,,156,Bad NA Scalp Severely Torn,Right,Right,None,,,,None,,,,_205018,20018,132,,,
3/16/2022,BB,78,220080,No,Female,Juvenile,,180,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2167,162.959,162.959_220080,,133,,,
3/16/2022,BB,78,220081,No,Male,Juvenile,,190,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2183,163.147,163.147_220081,,134,,,
3/16/2022,BB,78,220082,No,Male,Juvenile,,190,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2184,163.166,163.166_220082,,135,,,
3/19/2022,BB,79,220307,No,Male,Juvenile,,172,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21165,164.155,164.155_220307,,136,,,
3/19/2022,BB,79,220305,No,Male,Juvenile,,155,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2179,163.111,163.111_220305,,137,,,
3/22/2022,BB,79,220347,No,Female,Juvenile,,178,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2142,162.603,162.603_220347,,138,,,
3/23/2022,BB,79,220367,No,Female,Juvenile,,170,Moderate NA Feathers Missing from Scalp,Right,None,None,,,,VHFNAPendant,AWE,Oa21173,164.235,164.235_220367,,139,,,
3/23/2022,BB,79,220369,No,Female,Juvenile,,198,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21170,164.208,164.208_220369,,140,,,
3/20/2022,BB,81,220320,No,Male,Juvenile,,166,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2175,163.069,163.069_220320,,141,,,
3/20/2022,BB,81,220321,No,Male,Juvenile,,170,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21163,164.137,164.137_220321,,142,,,
3/24/2022,BB,TT13,220266,No,Female,Juvenile,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA73,163.04,163.040_220266,,143,,,
3/24/2022,BB,TT13,220267,No,Female,Juvenile,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA49,162.697,162.697_220267,,144,,,
3/24/2022,BB,TT13,220269,No,Female,Juvenile,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA195,163.922,163.922_220269,,145,,,
3/22/2022,BB,TT32,220259,No,Female,Juvenile,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA45,162.647,162.647_220259,,146,,,
3/22/2022,BB,TT32,220260,No,Male,Adult,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA146,163.932,163.932_220260,,147,,,
3/16/2022,BB,59,220072,No,Female,Juvenile,,160,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220072,Scrapes with open wounds on the metacarpus of the wing ,148,,,
3/16/2022,BB,59,220073,No,Female,Juvenile,,164,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220073,,149,,,
3/16/2022,BB,59,220084,No,Male,Juvenile,,164,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220084,,150,,,
3/25/2022,DB,158,220398,No,Male,Adult,,185,Good,Right,None,None,,,,None,,,,_220398,,151,,,
12/15/2021,AC,43,214700,YES,Male,Juvenile,,176,Good,Left,none,VHFNAPendant,AWE,021NA75,165.423,VHFNAPendant,AWE,021NA75,165.423,165.423_214700,,152,,,
12/15/2021,AC,43,214707,YES,Female,Adult,,190,Good,Left,none,VHFNAPendant,AWE,021NA32,164.255,VHFNAPendant,AWE,021NA32,164.255,164.255_214707,,153,,,
12/15/2021,AC,43,214709,YES,Female,Adult,,169,Good,Left,none,VHFNAPendant,AWE,021NA98,165.946,VHFNAPendant,AWE,021NA98,165.946,165.946_214709,,154,,,
3/13/2021,AC,51,214733,Yes,Male,Juvenile,,150,Good,Right,None,None,,,,VHFNAPendant,AWE,TTA20210,162.27,162.270_214733,,155,,,
3/14/2022,AC,52,220254,No,Female,Juvenile,,160,Good,Right,None,VHFNAPendant,AWE,Tta2NA,149.549,VHFNAPendant,AWE,OA2134,162.498,162.498_220254,,156,,,
3/14/2021,AC,52,214728,Yes,Female,Adult,,162,Good,Right,None,VHFNAPendant,AWE,2159,165.095,VHFNAPendant,AWE,2159,165.095,165.095_214728,,157,,,
3/14/2021,AC,52,214729,Yes,Female,Juvenile,,158,Bad NA Scalp Severely Torn,Left,None,VHFNAPendant,AWE,2137,164.416,VHFNAPendant,AWE,2137,164.416,164.416_214729,,158,,,
3/14/2021,AC,52,214736,Yes,Male,Juvenile,,160,Good,Left,None,VHFNAPendant,AWE,OA219,162.094,VHFNAPendant,AWE,OA219,162.094,162.094_214736,,159,,,
3/19/2022,AC,54,220317,No,Female,Juvenile,,165,Good,Right,None,None,,,,VHFNAPendant,AWE,Oa2118,162.194,162.194_220317,,160,,,
3/17/2022,AC,55,205016,Yes,Female,Adult,,180,Good,Right,None,VHFNAPendant,AWE,Tta21888,149.523,VHFNAPendant,AWE,Oa21187,164.436,164.436_205016,,161,,,
3/24/2022,AC,TT36,220272,No,Female,Juvenile,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA151,164.003,164.003_220272,,162,,,
3/24/2022,AC,TT36,220273,No,Female,Adult,,0,Good,Right,none,none,,,,VHFNAPendant,AWE,oa21NA59,162.824,162.824_220273,,163,,,
12/15/2021,AC,,214704,No,Female,Juvenile,,168,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA5N,162.314,162.314_214704,,164,,,
3/13/2022,FC,104,220211,No,Male,Adult,,194,Good,Right,None,None,,,,None,,,,_220211,,165,,,
12/15/2021,AC,,214705,No,Female,Juvenile,,170,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA49,164.715,164.715_214705,,166,,,
3/13/2022,BJ,111,220212,No,Male,Juvenile,,170,Good,Right,None,None,,,,None,,,,_220212,,167,,,
12/15/2021,AC,,214703,No,Male,Adult,,165,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA53,164.873,164.873_214703,,168,,,
12/15/2021,AC,,214706,No,Male,Adult,,168,Good,Left,none,none,,,,VHFNAPendant,AWE,021NA92,165.804,165.804_214706,,169,,,
3/20/2022,BB,57,220318,No,Female,Juvenile,,162,Good,Right,None,None,,,,VHFNAPendant,AWE,OA21NA40,162.567,162.567_220318,,170,,,
3/20/2022,BB,57,220319,No,Male,Juvenile,,163,Good,Right,None,None,,,,VHFNAPendant,AWE,OA2178,163.101,163.101_220319,,171,,,
3/13/2022,BJ,111,220218,No,Male,Adult,,167,Good,Right,None,None,,,,None,,,,_220218,,172,,,
3/13/2022,BJ,111,220219,No,Male,Juvenile,,175,Good,Right,None,None,,,,None,,,,_220219,,173,,,
3/16/2022,BB,59,220071,No,Female,Juvenile,,160,Moderate NA Feathers Missing from Scalp,Right,None,None,,,,VHFNAPendant,AWE,OA21114,163.544,163.544_220071,"Only collared this one from covey, others injured.",174,,,
3/13/2022,BJ,107,220242,No,Male,Juvenile,,178,Good,Right,None,None,,,,None,,,,_220242,,175,,,
3/13/2022,BJ,107,220243,No,Male,Adult,,168,Moderate NA Scalp Moderately Torn,Right,None,None,,,,None,,,,_220243,,176,,,
3/13/2022,BJ,107,220244,No,Male,Juvenile,,170,Good,Right,None,None,,,,None,,,,_220244,,177,,,
3/28/2022,DB,252,220530,No,Male,Adult,,200,Good,Right,None,None,,,,None,,,,_220530,,178,,,
3/13/2022,BJ,107,220245,No,Female,Juvenile,,174,Good,Right,None,None,,,,None,,,,_220245,,179,,,
3/13/2022,BJ,107,220246,No,Male,Juvenile,,181,Good,Right,None,None,,,,None,,,,_220246,,180,,,
3/13/2022,BJ,107,220247,No,Female,Juvenile,,0,Bad NA Scalp Severely Torn,Right,None,None,,,,None,,,,_220247,,181,,,
3/13/2022,BJ,107,194507,Yes,Male,Adult,,146,Good,Left,None,None,,,,None,,,,_194507,,182,,,
